,Name,League,Goals,Assists,Non-Penalty Goals,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Goals/Shot,npxG/Shot,xA: Expected Assists,Key Passes,Through Balls,Crosses,Shot-Creating Actions,Goal-Creating Actions,Shots on Target,Touches (Att 3rd),Touches (Att Pen)
117,Giuseppe Pezzella,seriea,0.00,0.10,0.00,0.02,0.02,0.15,2.45,2.51,4.11,0.42,0.07,0.00,0.04,0.14,1.18,0.07,0.72,1.73,0.16,0.07,15.57,0.98
118,David Neres,seriea,0.15,0.29,0.15,0.15,0.15,0.25,5.13,2.20,9.67,1.98,0.44,0.07,0.08,0.23,1.76,0.22,0.95,4.10,0.66,0.44,26.97,3.96
119,Ante Rebic,seriea,0.14,0.00,0.14,0.27,0.27,0.26,2.05,4.23,7.78,1.50,0.41,0.09,0.18,0.16,2.32,0.27,0.41,3.82,0.14,0.41,25.13,5.19
120,Casper Tengstedt,seriea,0.39,0.07,0.33,0.34,0.29,0.06,1.82,1.76,5.08,2.41,0.65,0.14,0.12,0.07,0.72,0.13,0.07,1.50,0.20,0.65,12.69,3.58
121,Gabriel Strefezza,seriea,0.12,0.16,0.12,0.13,0.13,0.13,2.31,3.62,5.61,2.03,0.68,0.06,0.06,0.12,1.99,0.24,0.28,3.86,0.16,0.68,23.95,2.94
122,Daniel Maldini,seriea,0.19,0.00,0.19,0.30,0.30,0.06,3.00,2.31,4.88,2.63,0.88,0.07,0.12,0.08,0.81,0.06,0.13,2.88,0.31,0.88,17.25,3.25
123,Rafael Leao,seriea,0.32,0.27,0.32,0.34,0.34,0.29,4.69,3.80,10.76,2.48,1.21,0.13,0.14,0.25,2.00,0.40,0.30,4.31,0.62,1.21,25.70,6.31
124,Thijs Dallinga,seriea,0.33,0.00,0.33,0.42,0.42,0.04,0.71,1.37,5.77,2.80,1.04,0.12,0.16,0.04,0.71,0.00,0.00,2.25,0.33,1.04,16.16,4.95
125,Nicolas Gonzalez,seriea,0.31,0.13,0.31,0.31,0.31,0.06,1.79,3.76,7.21,2.82,1.39,0.11,0.11,0.08,0.99,0.27,0.13,2.28,0.31,1.39,20.61,3.85
126,Tommaso Baldanzi,seriea,0.06,0.06,0.06,0.16,0.16,0.08,3.85,2.88,6.25,2.34,0.30,0.03,0.07,0.09,0.84,0.24,0.06,3.73,0.36,0.30,25.65,4.09
127,Samuel Iling Junior,seriea,0.26,0.00,0.26,0.08,0.08,0.10,3.77,2.86,8.97,1.17,0.39,0.22,0.07,0.13,1.30,0.26,0.91,3.38,0.13,0.39,26.79,1.95
128,Mehdi Taremi,seriea,0.15,0.22,0.00,0.36,0.25,0.20,1.35,2.84,4.49,1.50,0.45,0.00,0.16,0.13,1.57,0.60,0.00,3.36,0.60,0.45,15.55,4.11
129,Alessio Zerbin,seriea,0.07,0.00,0.07,0.12,0.12,0.08,2.67,3.65,4.36,0.98,0.33,0.07,0.12,0.10,1.37,0.07,0.59,2.80,0.00,0.33,22.27,3.39
130,Marcus Thuram,seriea,0.52,0.14,0.52,0.38,0.38,0.16,2.61,1.87,6.42,2.47,1.01,0.21,0.15,0.15,1.40,0.22,0.11,3.57,0.52,1.01,16.16,5.95
131,Michael Folorunsho,seriea,0.11,0.00,0.11,0.17,0.17,0.07,1.20,3.04,3.91,1.20,0.43,0.09,0.15,0.05,0.43,0.00,0.22,1.63,0.11,0.43,15.43,2.50
132,Matteo Cancellieri,seriea,0.21,0.05,0.21,0.21,0.21,0.07,2.31,1.47,5.40,1.52,0.63,0.14,0.14,0.06,0.89,0.21,0.31,1.73,0.21,0.63,14.67,2.62
133,Dany Mota,seriea,0.21,0.13,0.21,0.20,0.20,0.09,2.57,1.98,6.49,1.56,0.42,0.14,0.13,0.09,1.14,0.17,0.34,2.45,0.21,0.42,16.44,3.41
134,Alexis Saelemaekers,seriea,0.37,0.19,0.37,0.13,0.13,0.19,2.83,4.18,9.01,1.35,0.65,0.28,0.10,0.16,1.95,0.19,0.37,4.14,0.56,0.65,28.44,2.60
135,Pontus Almqvist,seriea,0.07,0.14,0.07,0.15,0.15,0.17,3.18,1.06,6.85,1.84,0.64,0.04,0.08,0.11,1.06,0.00,0.14,2.26,0.21,0.64,19.06,4.31
136,Brenner,seriea,0.17,0.34,0.17,0.17,0.17,0.08,1.68,2.52,3.53,1.68,1.01,0.10,0.10,0.03,1.18,0.17,0.17,2.36,0.17,1.01,13.96,2.19
137,Santiago Castro,seriea,0.30,0.17,0.30,0.26,0.23,0.11,0.60,1.31,5.30,2.18,0.74,0.14,0.10,0.06,1.14,0.17,0.00,2.42,0.37,0.74,13.29,3.62
138,Jens Odgaard,seriea,0.26,0.09,0.26,0.16,0.16,0.10,1.61,2.46,4.67,2.21,0.98,0.12,0.07,0.08,0.72,0.09,0.13,2.04,0.30,0.98,17.25,3.23
139,Alexis Sanchez,seriea,0.00,0.17,0.00,0.19,0.19,0.10,0.87,5.40,6.79,1.74,0.35,0.00,0.11,0.16,1.22,0.52,0.17,4.18,0.17,0.35,28.03,3.13
140,Nicolas Paz,seriea,0.24,0.24,0.24,0.33,0.30,0.22,2.76,5.52,5.12,3.64,1.40,0.07,0.08,0.13,1.88,0.40,0.08,4.84,0.48,1.40,22.26,3.04
141,Remi Oudin,seriea,0.00,0.00,0.00,0.10,0.10,0.14,0.35,2.94,5.02,1.56,0.17,0.00,0.07,0.23,1.73,0.35,0.35,3.81,0.17,0.17,17.65,1.38
142,Noah Okafor,seriea,0.12,0.25,0.12,0.25,0.25,0.27,5.23,3.36,10.58,2.24,1.00,0.06,0.11,0.20,1.49,0.00,0.50,2.99,0.62,1.00,23.40,5.98
143,Artem Dovbyk,seriea,0.52,0.16,0.35,0.58,0.43,0.14,0.84,0.62,6.05,2.25,0.92,0.16,0.19,0.08,0.95,0.08,0.00,1.82,0.27,0.92,13.00,5.78
144,Patrick Dorgu,seriea,0.09,0.03,0.09,0.13,0.13,0.07,3.02,2.66,6.09,1.69,0.38,0.05,0.08,0.08,0.89,0.09,0.38,2.57,0.30,0.38,17.68,2.87
145,Andrea Colpani,seriea,0.10,0.05,0.10,0.16,0.16,0.10,2.31,3.65,7.96,2.31,0.67,0.04,0.07,0.10,1.28,0.10,0.10,3.13,0.26,0.67,19.06,2.83
146,Gianluca Scamacca,seriea,0.71,0.53,0.71,0.59,0.59,0.48,1.07,3.02,10.32,4.27,1.60,0.17,0.14,0.11,3.74,0.18,0.18,5.69,0.71,1.60,23.30,5.51
147,Alieu Fadera,seriea,0.06,0.17,0.06,0.09,0.09,0.22,4.11,1.97,8.89,1.52,0.51,0.04,0.06,0.11,1.24,0.17,0.28,2.81,0.39,0.51,21.49,3.26
148,Gianluca Gaetano,seriea,0.16,0.33,0.16,0.40,0.40,0.17,1.23,4.25,6.63,2.45,0.49,0.07,0.16,0.16,2.05,0.33,0.00,4.34,0.41,0.49,19.96,3.68
149,Fisayo Dele Bashiru,seriea,0.32,0.19,0.32,0.11,0.11,0.14,2.26,3.30,5.23,1.29,0.45,0.25,0.08,0.10,1.16,0.00,0.13,2.26,0.19,0.45,16.41,2.84
150,Romain Del Castillo,ligue1,0.29,0.18,0.12,0.28,0.09,0.26,2.81,4.75,7.97,1.05,0.53,0.11,0.08,0.29,2.58,0.18,0.70,5.04,0.53,0.53,29.47,2.52
151,Gaetan Perrin,ligue1,0.31,0.31,0.31,0.18,0.18,0.27,2.62,4.69,4.15,2.00,0.88,0.15,0.09,0.17,2.54,0.27,0.19,4.31,0.50,0.88,20.96,3.38
152,Abdallah Sima,ligue1,0.50,0.11,0.50,0.43,0.43,0.09,2.74,1.57,6.82,2.74,1.06,0.18,0.16,0.08,0.84,0.06,0.11,2.18,0.28,1.06,19.13,4.98
153,Mohamed Lamine Bayo,ligue1,0.58,0.19,0.39,0.60,0.45,0.12,1.16,1.36,6.21,2.52,0.78,0.15,0.18,0.04,0.97,0.00,0.00,2.91,0.58,0.78,13.19,5.04
154,Eliesse Ben Seghir,ligue1,0.35,0.12,0.27,0.28,0.22,0.22,4.40,5.69,8.60,2.87,0.98,0.10,0.08,0.19,1.61,0.71,0.20,4.08,0.43,0.98,30.14,3.22
155,Andy Delort,ligue1,0.00,0.00,0.00,0.23,0.23,0.16,0.70,1.04,3.48,2.79,1.04,0.00,0.08,0.09,1.22,0.00,0.35,2.09,0.17,1.04,15.84,4.18
156,Jeremie Boga,ligue1,0.23,0.34,0.23,0.22,0.22,0.26,4.67,3.42,6.78,2.39,1.20,0.10,0.09,0.28,1.99,0.06,0.23,4.16,0.51,1.20,22.84,4.44
157,Bamba Dieng,ligue1,0.76,0.00,0.60,0.66,0.54,0.05,0.91,1.06,6.49,2.57,1.21,0.24,0.22,0.05,0.45,0.30,0.15,1.51,0.30,1.21,15.86,4.98
158,Desire Doue,ligue1,0.34,0.31,0.34,0.28,0.28,0.34,5.68,6.59,10.56,3.01,1.33,0.11,0.09,0.27,2.44,0.38,0.65,5.18,0.95,1.33,33.58,5.79
159,Wesley Said,ligue1,0.36,0.00,0.36,0.33,0.33,0.11,1.90,2.53,5.78,2.08,0.72,0.17,0.16,0.10,1.08,0.18,0.09,3.07,0.00,0.72,16.17,4.52
160,Farid El Melali,ligue1,0.10,0.15,0.10,0.17,0.17,0.15,2.84,1.79,5.37,2.19,0.70,0.05,0.08,0.14,1.24,0.00,0.10,3.23,0.55,0.70,20.25,3.23
161,Takumi Minamino,ligue1,0.29,0.16,0.29,0.36,0.36,0.25,2.01,4.37,7.61,2.39,0.78,0.12,0.15,0.20,1.59,0.49,0.10,3.07,0.23,0.78,19.58,4.98
162,Yanis Zouaoui,ligue1,0.00,0.19,0.00,0.01,0.01,0.26,3.14,2.95,2.66,0.48,0.19,0.00,0.03,0.27,2.47,0.00,0.86,3.52,0.19,0.19,19.69,0.76
163,Folarin Balogun,ligue1,0.31,0.20,0.31,0.60,0.60,0.25,2.25,1.43,9.60,3.98,1.33,0.08,0.15,0.15,1.33,0.00,0.00,2.96,0.51,1.33,18.80,7.46
164,Josue Casimir,ligue1,0.14,0.23,0.14,0.14,0.14,0.18,3.32,1.85,6.46,1.25,0.42,0.11,0.11,0.11,1.34,0.09,0.23,2.77,0.42,0.42,16.35,3.51
165,Badredine Bouanani,ligue1,0.29,0.06,0.29,0.22,0.22,0.18,4.37,4.66,7.16,2.91,1.22,0.10,0.07,0.20,1.75,0.23,0.29,4.48,0.58,1.22,27.48,3.49
166,Remy Cabella,ligue1,0.06,0.19,0.06,0.26,0.26,0.16,3.98,6.35,10.15,2.30,0.50,0.03,0.11,0.26,1.68,0.12,0.50,4.54,0.50,0.50,37.72,4.67
167,Rayan Cherki,ligue1,0.38,0.57,0.38,0.24,0.24,0.47,4.67,9.03,7.70,2.21,0.85,0.17,0.11,0.51,3.63,0.98,0.19,6.69,1.04,0.85,36.71,6.03
168,Sekou Mara,ligue1,0.14,0.14,0.14,0.15,0.15,0.14,0.84,1.40,5.44,2.09,0.42,0.07,0.07,0.07,0.70,0.28,0.00,1.40,0.28,0.42,13.81,3.21
169,MBala Nzola,ligue1,0.37,0.11,0.37,0.47,0.47,0.10,1.49,1.44,7.12,2.71,1.06,0.14,0.18,0.06,1.33,0.00,0.00,2.45,0.37,1.06,17.49,5.53
170,Aleksandr Golovin,ligue1,0.16,0.05,0.16,0.15,0.15,0.19,2.76,7.14,5.47,1.67,0.57,0.09,0.09,0.28,1.93,0.52,0.21,4.01,0.16,0.57,23.71,2.14
171,Bradley Barcola,ligue1,0.51,0.39,0.51,0.54,0.54,0.38,5.44,3.04,14.76,2.93,1.35,0.17,0.18,0.24,1.94,0.31,0.08,4.11,0.79,1.35,31.58,8.82
172,Arnaud Nordin,ligue1,0.27,0.07,0.20,0.28,0.18,0.09,3.92,1.89,9.40,1.96,0.74,0.10,0.09,0.10,1.15,0.20,0.41,2.43,0.20,0.74,21.84,3.92
173,Augustine Boakye,ligue1,0.37,0.00,0.37,0.22,0.22,0.11,3.07,4.30,7.37,2.95,1.11,0.13,0.08,0.12,1.60,0.25,0.00,4.30,0.12,1.11,23.45,3.56
174,Mahdi Camara,ligue1,0.22,0.08,0.22,0.15,0.15,0.06,1.76,3.65,3.70,1.73,0.68,0.13,0.08,0.07,0.78,0.05,0.35,2.38,0.22,0.68,14.48,2.32
175,Andrej Ilic,ligue1,0.64,0.00,0.51,0.44,0.33,0.04,0.38,1.15,5.38,2.56,1.02,0.20,0.13,0.01,0.64,0.13,0.00,1.41,0.26,1.02,12.16,4.61
176,Malick Fofana,ligue1,0.57,0.24,0.57,0.33,0.33,0.17,6.32,2.50,10.65,1.93,1.18,0.29,0.17,0.21,1.32,0.05,0.57,3.35,0.66,1.18,25.32,5.85
177,Ismael Kone,ligue1,0.14,0.14,0.14,0.05,0.05,0.22,1.78,3.84,3.02,0.96,0.14,0.14,0.05,0.15,0.96,0.27,0.00,1.78,0.14,0.14,15.64,1.51
178,Nabil Bentaleb,ligue1,0.15,0.00,0.15,0.10,0.10,0.04,0.44,6.91,0.88,0.74,0.29,0.20,0.15,0.06,0.59,0.15,0.00,1.76,0.00,0.29,11.03,0.44
179,Joshua King,ligue1,0.33,0.13,0.33,0.36,0.36,0.11,1.79,1.59,6.02,2.58,1.06,0.13,0.14,0.10,0.99,0.00,0.07,1.72,0.26,1.06,14.22,4.89
180,Angelo Fulgini,ligue1,0.14,0.07,0.14,0.20,0.20,0.35,2.18,5.35,9.65,2.46,0.77,0.06,0.08,0.32,2.54,0.63,0.63,4.93,0.14,0.77,32.89,4.30
181,Albert Gronbaek,ligue1,0.19,0.09,0.19,0.15,0.15,0.10,2.26,2.92,5.74,2.26,0.85,0.08,0.07,0.08,1.88,0.09,0.00,2.92,0.47,0.85,20.05,4.05
182,Esteban Lepaul,ligue1,0.49,0.00,0.49,0.29,0.29,0.06,1.48,0.85,3.95,2.26,0.92,0.22,0.13,0.08,0.35,0.07,0.14,1.06,0.07,0.92,11.00,3.39
183,Andre Ayew,ligue1,0.34,0.06,0.34,0.30,0.30,0.03,0.40,1.31,2.80,1.60,0.63,0.21,0.20,0.02,0.51,0.00,0.00,1.37,0.11,0.63,9.08,2.74
184,Mamadou Diakhon,ligue1,0.24,0.12,0.24,0.11,0.11,0.13,6.26,1.89,8.39,1.77,0.83,0.13,0.06,0.06,1.30,0.12,0.24,3.78,0.24,0.83,22.20,4.84
185,Hakon Arnar Haraldsson,ligue1,0.30,0.09,0.30,0.19,0.19,0.14,2.51,4.80,7.52,1.77,0.69,0.17,0.11,0.16,1.60,0.22,0.17,3.37,0.35,0.69,25.28,3.85
186,Breel Embolo,ligue1,0.29,0.25,0.29,0.50,0.50,0.23,1.21,2.50,6.79,2.57,0.89,0.11,0.19,0.12,1.54,0.25,0.00,2.68,0.46,0.89,16.44,5.86
187,Yaya Kader Fofana,ligue1,0.14,0.14,0.14,0.08,0.08,0.24,2.68,3.11,4.10,1.84,0.57,0.08,0.05,0.14,0.99,0.42,0.14,3.11,0.71,0.57,13.00,2.40
188,Neal Maupay,ligue1,0.34,0.34,0.34,0.35,0.35,0.19,1.03,3.17,6.85,1.63,0.86,0.21,0.22,0.11,1.11,0.09,0.00,1.88,0.43,0.86,14.90,4.11
189,Musa Al Taamari,ligue1,0.16,0.10,0.16,0.26,0.26,0.19,3.95,2.34,6.39,2.13,0.73,0.07,0.12,0.16,1.35,0.10,0.05,3.38,0.36,0.73,20.36,4.93
190,Gaetan Laborde,ligue1,0.45,0.23,0.27,0.54,0.40,0.15,1.68,2.18,6.58,3.49,0.95,0.08,0.12,0.11,1.13,0.09,0.14,3.13,0.45,0.95,17.65,6.44
191,Mathieu Cafaro,ligue1,0.12,0.00,0.12,0.18,0.18,0.16,2.34,1.97,6.27,2.83,1.23,0.04,0.06,0.16,1.60,0.25,0.49,3.07,0.25,1.23,18.81,3.32
192,Said Benrahma,ligue1,0.29,0.44,0.29,0.27,0.27,0.38,4.59,4.08,13.18,2.84,0.80,0.10,0.09,0.42,2.04,0.44,0.51,3.57,0.73,0.80,28.47,4.59
193,Zuriko Davitashvili,ligue1,0.27,0.23,0.19,0.27,0.21,0.14,3.28,2.31,6.71,2.24,0.81,0.09,0.10,0.17,1.39,0.19,0.12,3.66,0.50,0.81,22.47,3.93
194,Kassoum Ouattara,ligue1,0.16,0.16,0.16,0.16,0.16,0.24,4.43,3.64,9.81,0.79,0.47,0.20,0.20,0.24,1.27,0.00,1.11,3.01,0.16,0.47,23.09,2.53
195,Sorba Thomas,ligue1,0.08,0.16,0.08,0.12,0.12,0.21,2.79,2.64,6.74,0.70,0.08,0.11,0.17,0.16,2.33,0.00,1.24,3.57,0.39,0.08,20.47,1.47
196,Thiago Almada,ligue1,0.21,0.21,0.21,0.24,0.24,0.22,3.01,8.42,4.57,2.91,0.62,0.07,0.08,0.18,1.14,0.21,0.21,3.95,0.83,0.62,27.44,2.39
197,Matias Fernandez Pardo,ligue1,0.27,0.27,0.27,0.23,0.23,0.18,4.16,2.17,6.15,1.54,1.00,0.18,0.15,0.11,1.18,0.09,0.00,2.44,0.81,1.00,20.98,3.89
198,Ludovic Blas,ligue1,0.26,0.31,0.26,0.21,0.21,0.18,3.17,4.45,7.54,2.29,1.06,0.12,0.09,0.21,1.98,0.31,0.44,4.41,0.75,1.06,24.37,4.28
199,Theo Bair,ligue1,0.20,0.10,0.20,0.27,0.27,0.12,1.47,1.47,4.02,2.26,1.18,0.09,0.12,0.09,0.98,0.00,0.00,1.67,0.20,1.18,13.84,4.61
200,Mama Samba Balde,ligue1,0.17,0.28,0.17,0.24,0.24,0.20,2.97,1.79,7.51,2.52,0.56,0.07,0.10,0.10,1.29,0.17,0.17,3.19,0.45,0.56,17.48,5.04
201,Jonathan David,ligue1,0.66,0.21,0.45,0.57,0.39,0.15,1.12,2.31,6.41,2.10,0.98,0.22,0.18,0.11,1.14,0.13,0.00,2.47,0.40,0.98,17.31,4.97
202,Ibrahima Niane,ligue1,0.29,0.10,0.19,0.54,0.47,0.10,1.81,0.86,4.77,2.77,0.95,0.07,0.17,0.04,0.86,0.10,0.00,2.00,0.38,0.95,13.84,4.77
203,Felix Lemarechal,ligue1,0.19,0.12,0.19,0.17,0.17,0.12,1.37,3.00,4.12,1.19,0.44,0.16,0.15,0.07,1.37,0.25,0.12,2.75,0.31,0.44,15.61,2.81
204,Chuba Akpom,ligue1,0.35,0.00,0.35,0.47,0.38,0.08,1.62,1.50,5.89,2.66,1.73,0.13,0.14,0.07,0.81,0.00,0.00,2.31,0.35,1.73,13.63,4.97
205,Georges Mikautadze,ligue1,0.61,0.38,0.46,0.56,0.40,0.25,2.65,3.03,8.14,3.15,1.23,0.15,0.13,0.18,1.42,0.31,0.04,3.19,0.73,1.23,20.90,6.61
206,Mohamed Ali Cho,ligue1,0.21,0.17,0.21,0.20,0.20,0.18,4.25,2.96,7.42,1.80,0.82,0.12,0.11,0.20,1.59,0.47,0.30,3.26,0.56,0.82,19.18,3.86
207,Tanguy Coulibaly,ligue1,0.15,0.00,0.15,0.25,0.25,0.08,3.20,1.04,6.71,2.09,0.82,0.07,0.12,0.06,1.27,0.15,0.15,2.98,0.22,0.82,18.33,4.54
208,Amine Gouiri,ligue1,0.36,0.23,0.36,0.46,0.46,0.17,1.91,3.18,7.31,3.91,1.59,0.09,0.12,0.15,1.54,0.18,0.00,4.04,0.41,1.59,24.07,6.40
209,Koka,ligue1,0.25,0.13,0.13,0.55,0.45,0.08,0.00,1.26,1.63,2.01,0.75,0.06,0.23,0.09,0.63,0.00,0.00,1.13,0.38,0.75,7.16,3.39
210,Kyogo Furuhashi,ligue1,0.15,0.00,0.15,0.40,0.40,0.00,0.31,0.15,2.62,1.69,0.62,0.09,0.24,0.00,0.00,0.00,0.00,0.77,0.15,0.62,6.15,2.77
211,Irvin Cardona,ligue1,0.35,0.14,0.35,0.26,0.20,0.11,2.65,2.51,9.29,1.54,0.70,0.23,0.13,0.17,1.33,0.28,0.35,2.51,0.35,0.70,23.18,4.33
212,Mika Biereth,ligue1,0.79,0.11,0.73,0.67,0.59,0.22,1.01,1.63,7.02,2.53,1.24,0.29,0.23,0.16,1.18,0.17,0.00,2.25,0.28,1.24,14.83,5.84
213,Sebastian Nanasi,ligue1,0.23,0.19,0.23,0.27,0.27,0.19,2.35,5.21,5.21,1.17,0.47,0.20,0.23,0.19,1.46,0.38,0.09,3.48,0.75,0.47,16.06,3.10
214,Ludovic Ajorque,ligue1,0.37,0.09,0.37,0.31,0.28,0.15,0.44,1.59,4.85,1.74,0.78,0.21,0.16,0.11,1.43,0.06,0.03,2.46,0.28,0.78,14.66,4.70
215,Sofiane Diop,ligue1,0.39,0.33,0.39,0.45,0.45,0.20,2.60,5.28,5.60,1.95,0.85,0.20,0.23,0.23,2.21,1.04,0.26,4.17,0.59,0.85,24.03,2.93
216,Alexandre Lacazette,ligue1,0.68,0.17,0.48,0.68,0.49,0.17,0.99,2.82,7.04,2.55,1.36,0.19,0.20,0.20,1.22,0.17,0.17,3.19,0.44,1.36,18.93,6.42
217,Jon Rowe,ligue1,0.41,0.28,0.41,0.43,0.43,0.54,3.32,3.46,10.51,4.15,1.94,0.10,0.10,0.25,1.80,0.41,0.55,3.46,0.83,1.94,30.69,6.36
218,Akor Adams,ligue1,0.25,0.06,0.25,0.34,0.34,0.07,0.81,0.81,3.60,2.05,0.87,0.12,0.17,0.02,0.81,0.06,0.00,1.67,0.37,0.87,10.23,3.78
219,Randal Kolo Muani,ligue1,0.44,0.19,0.31,0.57,0.47,0.13,1.37,1.49,8.21,2.49,1.00,0.13,0.19,0.08,1.31,0.19,0.06,2.67,0.50,1.00,17.04,6.28
220,Frank Magri,ligue1,0.43,0.00,0.43,0.41,0.41,0.03,1.08,1.58,4.95,2.94,1.08,0.15,0.14,0.06,0.36,0.14,0.00,1.65,0.14,1.08,11.12,4.16
221,Evann Guessand,ligue1,0.39,0.21,0.36,0.34,0.30,0.15,2.98,2.68,5.51,2.14,0.96,0.17,0.14,0.14,1.11,0.30,0.12,3.07,0.45,0.96,16.19,4.79
222,Edon Zhegrova,ligue1,0.32,0.16,0.32,0.17,0.17,0.18,3.27,4.07,8.84,2.41,0.80,0.13,0.07,0.23,1.29,0.27,0.27,3.43,0.54,0.80,31.47,3.54
223,Yann Gboho,ligue1,0.12,0.12,0.12,0.19,0.19,0.13,4.74,4.08,7.50,1.86,0.93,0.06,0.10,0.16,1.20,0.19,0.00,3.38,0.23,0.93,19.65,5.01
224,Romain Faivre,ligue1,0.22,0.15,0.15,0.19,0.13,0.16,2.61,4.09,4.24,1.41,0.67,0.11,0.10,0.14,1.12,0.30,0.07,3.42,0.30,0.67,18.91,2.75
225,Ernest Nuamah,ligue1,0.30,0.10,0.30,0.29,0.29,0.15,4.26,3.19,10.59,2.89,1.32,0.11,0.10,0.13,1.42,0.20,0.35,3.45,0.20,1.32,27.47,5.07
226,Mostafa Mohamed,ligue1,0.35,0.07,0.35,0.35,0.35,0.09,0.85,1.35,4.26,2.98,1.28,0.12,0.12,0.05,0.71,0.14,0.07,1.77,0.28,1.28,15.25,5.53
227,Oumar Diakite,ligue1,0.19,0.05,0.19,0.29,0.25,0.06,1.53,2.34,5.30,1.43,0.43,0.13,0.18,0.07,0.62,0.10,0.10,2.10,0.24,0.43,13.42,3.25
228,Lee Kang in,ligue1,0.27,0.31,0.27,0.18,0.18,0.29,2.85,7.28,8.24,2.08,0.85,0.13,0.08,0.32,2.97,0.62,0.39,5.31,0.42,0.85,39.59,3.50
229,Mathias Pereira Lage,ligue1,0.15,0.40,0.15,0.19,0.19,0.23,1.61,2.41,4.68,2.11,0.85,0.07,0.09,0.20,1.31,0.05,0.35,2.82,0.55,0.85,18.10,1.96
230,Goncalo Ramos,ligue1,0.76,0.28,0.69,1.04,0.98,0.21,0.62,1.59,4.49,4.14,2.21,0.17,0.24,0.13,1.31,0.21,0.00,2.48,0.62,2.21,17.60,7.45
231,Mason Greenwood,ligue1,0.60,0.12,0.42,0.52,0.32,0.19,4.09,4.75,9.17,3.73,1.53,0.11,0.09,0.25,1.47,0.36,0.45,4.21,0.54,1.53,29.52,4.87
232,Khalil Fayad,ligue1,0.10,0.00,0.10,0.12,0.12,0.02,1.64,4.82,2.41,1.25,0.39,0.08,0.09,0.04,0.67,0.19,0.00,2.22,0.10,0.39,12.72,1.06
233,Emanuel Emegha,ligue1,0.51,0.07,0.51,0.63,0.60,0.09,1.43,0.59,4.50,2.31,1.32,0.22,0.26,0.03,0.70,0.00,0.00,1.32,0.18,1.32,9.74,3.84
234,Florian Aye,ligue1,0.35,0.00,0.35,0.30,0.30,0.02,0.88,0.88,4.90,1.75,0.53,0.20,0.17,0.02,0.53,0.00,0.00,0.88,0.35,0.53,12.61,3.15
235,Jim Allevinah,ligue1,0.00,0.16,0.00,0.23,0.23,0.14,2.69,2.36,5.17,1.98,0.55,0.00,0.12,0.09,0.82,0.11,0.16,2.03,0.38,0.55,13.63,3.63
236,Khvicha Kvaratskhelia,ligue1,0.33,0.23,0.30,0.28,0.25,0.32,5.62,4.06,9.42,3.54,1.19,0.08,0.07,0.23,2.28,0.56,0.20,5.15,0.63,1.19,32.38,6.38
